CATEGORY,RANK,PERCENTILE
EWS,4665,96.7
EWS,4807,96.6
EWS,4950,96.5
EWS,5094,96.4
EWS,5237,96.3
EWS,5382,96.2
EWS,5508,96.1
EWS,5659,96.0
EWS,5797,95.9
EWS,5935,95.8
EWS,6055,95.7
EWS,6190,95.6
EWS,6327,95.5
EWS,6458,95.4
EWS,6596,95.3
EWS,6737,95.2
EWS,6889,95.1
EWS,7040,95.0
EWS,7759,94.0
EWS,9031,93.0
EWS,9999,92.0
EWS,11477,91.0
EWS,12649,90.0
EWS,13783,89.0
EWS,14875,88.0
EWS,15915,87.0
EWS,16889,86.0
EWS,17815,85.0
EWS,18704,84.0
EWS,19587,83.0
EWS,20430,82.0
EWS,21207,81.0
EWS,22007,80.0
EWS,22765,79.0
EWS,23454,78.0
EWS,24134,77.0
EWS,24791,76.0
EWS,25455,75.0
EWS,26104,74.0
EWS,26716,73.0
EWS,27273,72.0
EWS,27810,71.0
EWS,28379,70.0
EWS,28930,69.0
EWS,29418,68.0
EWS,29878,67.0
EWS,30365,66.0
EWS,30854,65.0
EWS,31268,64.0
EWS,31672,63.0
EWS,32064,62.0
EWS,32491,61.0
EWS,32868,60.0
EWS,33150,59.0
EWS,33489,58.0
EWS,33848,57.0
EWS,34218,56.0
EWS,34571,55.0
EWS,34888,54.0
EWS,35205,53.0
EWS,35467,52.0
EWS,35721,51.0
EWS,36012,50.0
EWS,36310,49.0
EWS,36547,48.0
EWS,36775,47.0
EWS,37073,46.0
EWS,37317,45.0
EWS,37542,44.0
EWS,37795,43.0
EWS,38042,42.0
EWS,38261,41.0
EWS,38429,40.0
EWS,38609,39.0
EWS,38843,38.0
EWS,39058,37.0
EWS,39240,36.0
EWS,39465,35.0
EWS,39607,34.0
EWS,39738,33.0
EWS,39898,32.0
EWS,40070,31.0
EWS,40273,30.0
EWS,40439,29.0
EWS,40590,28.0
EWS,40716,27.0
EWS,40829,26.0
EWS,40977,25.0
EWS,41112,24.0
EWS,41223,23.0
EWS,41353,22.0
EWS,41513,21.0
EWS,41573,20.0
EWS,41683,19.0
EWS,41767,18.0
EWS,41880,17.0
EWS,41986,16.0
EWS,42091,15.0
EWS,42186,14.0
EWS,42248,13.0
EWS,42325,12.0
EWS,42410,11.0
EWS,42467,10.0
EWS,42551,9.0
EWS,42609,8.0
EWS,42699,7.0
EWS,42730,6.0
EWS,42816,5.0
EWS,42869,4.0
EWS,42934,3.0
EWS,42975,2.0
EWS,43024,0.0
OBC-NCL,12,99.995
OBC-NCL,14,99.994
OBC-NCL,17,99.993
OBC-NCL,25,99.98
OBC-NCL,45,99.97
OBC-NCL,58,99.96
OBC-NCL,74,99.95
OBC-NCL,92,99.94
OBC-NCL,100,99.93
OBC-NCL,118,99.92
OBC-NCL,137,99.91
OBC-NCL,167,99.9
OBC-NCL,189,99.89
OBC-NCL,208,99.88
OBC-NCL,228,99.87
OBC-NCL,244,99.86
OBC-NCL,263,99.85
OBC-NCL,281,99.84
OBC-NCL,304,99.83
OBC-NCL,327,99.82
OBC-NCL,348,99.81
OBC-NCL,365,99.8
OBC-NCL,375,99.79
OBC-NCL,398,99.78
OBC-NCL,424,99.77
OBC-NCL,449,99.76
OBC-NCL,474,99.75
OBC-NCL,499,99.74
OBC-NCL,520,99.73
OBC-NCL,539,99.72
OBC-NCL,557,99.71
OBC-NCL,579,99.7
OBC-NCL,602,99.69
OBC-NCL,623,99.68
OBC-NCL,648,99.67
OBC-NCL,670,99.66
OBC-NCL,701,99.65
OBC-NCL,718,99.64
OBC-NCL,740,99.63
OBC-NCL,769,99.62
OBC-NCL,794,99.61
OBC-NCL,813,99.6
OBC-NCL,831,99.59
OBC-NCL,854,99.58
OBC-NCL,881,99.57
OBC-NCL,901,99.56
OBC-NCL,927,99.55
OBC-NCL,951,99.54
OBC-NCL,974,99.53
OBC-NCL,992,99.52
OBC-NCL,1024,99.51
OBC-NCL,1052,99.5
OBC-NCL,1069,99.49
OBC-NCL,1085,99.48
OBC-NCL,1119,99.47
OBC-NCL,1147,99.46
OBC-NCL,1167,99.45
OBC-NCL,1187,99.44
OBC-NCL,1213,99.43
OBC-NCL,1238,99.42
OBC-NCL,1263,99.41
OBC-NCL,1285,99.4
OBC-NCL,1312,99.39
OBC-NCL,1338,99.38
OBC-NCL,1359,99.37
OBC-NCL,1387,99.36
OBC-NCL,1414,99.35
OBC-NCL,1441,99.34
OBC-NCL,1464,99.33
OBC-NCL,1488,99.32
OBC-NCL,1511,99.31
OBC-NCL,1537,99.3
OBC-NCL,1556,99.29
OBC-NCL,1579,99.28
OBC-NCL,1599,99.27
OBC-NCL,1616,99.26
OBC-NCL,1638,99.25
OBC-NCL,1660,99.24
OBC-NCL,1689,99.23
OBC-NCL,1724,99.22
OBC-NCL,1753,99.21
OBC-NCL,1773,99.2
OBC-NCL,1798,99.19
OBC-NCL,1825,99.18
OBC-NCL,1852,99.17
OBC-NCL,1880,99.16
OBC-NCL,1917,99.15
OBC-NCL,1944,99.14
OBC-NCL,1966,99.13
OBC-NCL,1989,99.12
OBC-NCL,2017,99.11
OBC-NCL,2048,99.1
OBC-NCL,2077,99.09
OBC-NCL,2105,99.08
OBC-NCL,2133,99.07
OBC-NCL,2160,99.06
OBC-NCL,2193,99.05
OBC-NCL,2224,99.04
OBC-NCL,2249,99.03
OBC-NCL,2275,99.02
OBC-NCL,2299,99.01
OBC-NCL,2332,99.0
OBC-NCL,2471,98.9
OBC-NCL,2733,98.8
OBC-NCL,3004,98.7
OBC-NCL,3281,98.6
OBC-NCL,3574,98.5
OBC-NCL,3867,98.4
OBC-NCL,4150,98.3
OBC-NCL,4461,98.2
OBC-NCL,4776,98.1
OBC-NCL,5055,98.0
OBC-NCL,5341,97.9
OBC-NCL,5647,97.8
OBC-NCL,5934,97.7
OBC-NCL,6246,97.6
OBC-NCL,6560,97.5
OBC-NCL,6875,97.4
OBC-NCL,7194,97.3
OBC-NCL,7524,97.2
OBC-NCL,7841,97.1
OBC-NCL,8149,97.0
OBC-NCL,8468,96.9
OBC-NCL,8780,96.8
OBC-NCL,9107,96.7
OBC-NCL,9446,96.6
OBC-NCL,9782,96.5
OBC-NCL,10005,96.4
OBC-NCL,10409,96.3
OBC-NCL,10719,96.2
OBC-NCL,11016,96.1
OBC-NCL,11356,96.0
OBC-NCL,11698,95.9
OBC-NCL,12020,95.8
OBC-NCL,12355,95.7
OBC-NCL,12675,95.6
OBC-NCL,13001,95.5
OBC-NCL,13337,95.4
OBC-NCL,13659,95.3
OBC-NCL,14005,95.2
OBC-NCL,14353,95.1
OBC-NCL,14679,95.0
OBC-NCL,16575,94.0
OBC-NCL,20005,93.0
OBC-NCL,23608,92.0
OBC-NCL,27260,91.0
OBC-NCL,30933,90.0
OBC-NCL,34800,89.0
OBC-NCL,38773,88.0
OBC-NCL,42805,87.0
OBC-NCL,46929,86.0
OBC-NCL,51072,85.0
OBC-NCL,55197,84.0
OBC-NCL,59541,83.0
OBC-NCL,64019,82.0
OBC-NCL,68357,81.0
OBC-NCL,73091,80.0
OBC-NCL,77749,79.0
OBC-NCL,82200,78.0
OBC-NCL,86931,77.0
OBC-NCL,91720,76.0
OBC-NCL,96797,75.0
OBC-NCL,99998,74.0
OBC-NCL,107079,73.0
OBC-NCL,111615,72.0
OBC-NCL,116446,71.0
OBC-NCL,121834,70.0
OBC-NCL,127168,69.0
OBC-NCL,131872,68.0
OBC-NCL,136402,67.0
OBC-NCL,141737,66.0
OBC-NCL,147576,65.0
OBC-NCL,152787,64.0
OBC-NCL,157662,63.0
OBC-NCL,162613,62.0
OBC-NCL,168148,61.0
OBC-NCL,173212,60.0
OBC-NCL,177399,59.0
OBC-NCL,182448,58.0
OBC-NCL,187545,57.0
OBC-NCL,192898,56.0
OBC-NCL,198481,55.0
OBC-NCL,203360,54.0
OBC-NCL,208455,53.0
OBC-NCL,213361,52.0
OBC-NCL,217881,51.0
OBC-NCL,222848,50.0
OBC-NCL,228241,49.0
OBC-NCL,232760,48.0
OBC-NCL,237171,47.0
OBC-NCL,242954,46.0
OBC-NCL,247679,45.0
OBC-NCL,252097,44.0
OBC-NCL,257593,43.0
OBC-NCL,262729,42.0
OBC-NCL,267512,41.0
OBC-NCL,271516,40.0
OBC-NCL,275517,39.0
OBC-NCL,281094,38.0
OBC-NCL,286127,37.0
OBC-NCL,290558,36.0
OBC-NCL,296317,35.0
OBC-NCL,301017,34.0
OBC-NCL,304493,33.0
OBC-NCL,308641,32.0
OBC-NCL,313370,31.0
OBC-NCL,319448,30.0
OBC-NCL,324363,29.0
OBC-NCL,328756,28.0
OBC-NCL,332940,27.0
OBC-NCL,336547,26.0
OBC-NCL,341259,25.0
OBC-NCL,345639,24.0
OBC-NCL,349559,23.0
OBC-NCL,354611,22.0
OBC-NCL,359545,21.0
OBC-NCL,363110,20.0
OBC-NCL,366795,19.0
OBC-NCL,370789,18.0
OBC-NCL,375420,17.0
OBC-NCL,380012,16.0
OBC-NCL,384754,15.0
OBC-NCL,388869,14.0
OBC-NCL,392184,13.0
OBC-NCL,396660,12.0
OBC-NCL,401147,11.0
OBC-NCL,404981,10.0
OBC-NCL,409048,9.0
OBC-NCL,412734,8.0
OBC-NCL,416688,7.0
OBC-NCL,421050,6.0
OBC-NCL,424912,5.0
OBC-NCL,428465,4.0
OBC-NCL,432422,3.0
OBC-NCL,436534,2.0
OBC-NCL,440359,1.0
OBC-NCL,444212,0.0
SC,1,100.0
SC,2,99.98
SC,9,99.92
SC,11,99.91
SC,15,99.88
SC,17,99.87
SC,21,99.84
SC,22,99.83
SC,27,99.8
SC,29,99.79
SC,31,99.78
SC,39,99.74
SC,40,99.72
SC,42,99.71
SC,45,99.7
SC,51,99.67
SC,54,99.66
SC,58,99.64
SC,64,99.61
SC,67,99.59
SC,70,99.57
SC,74,99.55
SC,78,99.54
SC,81,99.53
SC,83,99.52
SC,86,99.51
SC,89,99.48
SC,99,99.44
SC,102,99.43
SC,105,99.42
SC,107,99.41
SC,110,99.4
SC,114,99.38
SC,119,99.36
SC,125,99.34
SC,129,99.33
SC,134,99.31
SC,139,99.3
SC,143,99.28
SC,147,99.27
SC,154,99.24
SC,157,99.23
SC,163,99.22
SC,170,99.19
SC,172,99.18
SC,174,99.16
SC,187,99.11
SC,188,99.1
SC,189,99.09
SC,193,99.08
SC,205,99.03
SC,210,99.02
SC,221,98.9
SC,244,98.8
SC,267,98.7
SC,302,98.6
SC,332,98.5
SC,357,98.4
SC,387,98.3
SC,420,98.2
SC,452,98.1
SC,487,98.0
SC,514,97.9
SC,541,97.8
SC,585,97.7
SC,625,97.6
SC,659,97.5
SC,691,97.4
SC,731,97.3
SC,765,97.2
SC,809,97.1
SC,854,97.0
SC,899,96.9
SC,945,96.8
SC,1001,96.7
SC,1013,96.6
SC,1050,96.5
SC,1091,96.4
SC,1130,96.3
SC,1179,96.2
SC,1214,96.1
SC,1252,96.0
SC,1288,95.9
SC,1320,95.8
SC,1364,95.7
SC,1410,95.6
SC,1463,95.5
SC,1510,95.4
SC,1561,95.3
SC,1616,95.2
SC,1673,95.1
SC,1732,95.0
SC,2000,94.0
SC,2526,93.0
SC,3111,92.0
SC,3703,91.0
SC,4294,90.0
SC,4930,89.0
SC,5619,88.0
SC,6313,87.0
SC,7052,86.0
SC,7821,85.0
SC,8620,84.0
SC,9476,83.0
SC,10002,82.0
SC,11261,81.0
SC,12210,80.0
SC,13173,79.0
SC,14121,78.0
SC,15126,77.0
SC,16111,76.0
SC,17225,75.0
SC,18417,74.0
SC,19536,73.0
SC,20576,72.0
SC,21659,71.0
SC,22880,70.0
SC,24131,69.0
SC,25202,68.0
SC,26297,67.0
SC,27590,66.0
SC,29026,65.0
SC,30280,64.0
SC,31452,63.0
SC,32666,62.0
SC,34034,61.0
SC,35288,60.0
SC,36276,59.0
SC,37529,58.0
SC,38809,57.0
SC,40150,56.0
SC,41556,55.0
SC,42817,54.0
SC,44124,53.0
SC,45377,52.0
SC,46540,51.0
SC,47840,50.0
SC,49240,49.0
SC,50355,48.0
SC,51443,47.0
SC,52948,46.0
SC,54171,45.0
SC,55315,44.0
SC,56716,43.0
SC,58023,42.0
SC,59293,41.0
SC,60337,40.0
SC,61396,39.0
SC,62875,38.0
SC,64210,37.0
SC,65385,36.0
SC,66922,35.0
SC,68189,34.0
SC,69084,33.0
SC,70220,32.0
SC,71543,31.0
SC,73187,30.0
SC,74536,29.0
SC,75743,28.0
SC,76883,27.0
SC,77826,26.0
SC,79104,25.0
SC,80342,24.0
SC,81411,23.0
SC,82808,22.0
SC,84199,21.0
SC,85132,20.0
SC,86190,19.0
SC,87302,18.0
SC,88621,17.0
SC,89884,16.0
SC,91290,15.0
SC,92298,14.0
SC,93214,13.0
SC,94408,12.0
SC,95692,11.0
SC,96826,10.0
SC,98066,9.0
SC,99092,8.0
SC,100037,7.0
SC,101564,6.0
SC,102585,5.0
SC,103661,4.0
SC,104698,3.0
SC,105799,2.0
SC,106977,1.0
SC,108066,0.0
ST,14,99.62
ST,21,99.54
ST,22,99.53
ST,25,99.46
ST,26,99.45
ST,27,99.42
ST,28,99.41
ST,31,99.4
ST,32,99.39
ST,33,99.37
ST,34,99.36
ST,38,99.27
ST,39,99.25
ST,44,99.18
ST,47,99.13
ST,50,99.12
ST,51,99.11
ST,55,99.07
ST,58,99.01
ST,62,98.9
ST,74,98.8
ST,79,98.7
ST,88,98.6
ST,92,98.5
ST,108,98.3
ST,120,98.2
ST,129,98.1
ST,135,98.0
ST,146,97.9
ST,155,97.8
ST,164,97.7
ST,171,97.6
ST,176,97.5
ST,198,97.3
ST,212,97.2
ST,219,97.1
ST,222,97.0
ST,236,96.9
ST,243,96.8
ST,254,96.7
ST,264,96.6
ST,270,96.5
ST,280,96.4
ST,290,96.3
ST,298,96.2
ST,311,96.1
ST,324,96.0
ST,332,95.9
ST,340,95.8
ST,360,95.7
ST,371,95.6
ST,374,95.5
ST,389,95.4
ST,408,95.3
ST,417,95.2
ST,432,95.1
ST,438,95.0
ST,509,94.0
ST,652,93.0
ST,810,92.0
ST,996,91.0
ST,1145,90.0
ST,1329,89.0
ST,1535,88.0
ST,1748,87.0
ST,1974,86.0
ST,2203,85.0
ST,2442,84.0
ST,2708,83.0
ST,2994,82.0
ST,3292,81.0
ST,3622,80.0
ST,3939,79.0
ST,4272,78.0
ST,4652,77.0
ST,5016,76.0
ST,5402,75.0
ST,5830,74.0
ST,6208,73.0
ST,6582,72.0
ST,6944,71.0
ST,7393,70.0
ST,7843,69.0
ST,8237,68.0
ST,8602,67.0
ST,9078,66.0
ST,9610,65.0
ST,9999,64.0
ST,10499,63.0
ST,10930,62.0
ST,11454,61.0
ST,11920,60.0
ST,12315,59.0
ST,12789,58.0
ST,13283,57.0
ST,13814,56.0
ST,14388,55.0
ST,14891,54.0
ST,15396,53.0
ST,15922,52.0
ST,16320,51.0
ST,16867,50.0
ST,17483,49.0
ST,17988,48.0
ST,18444,47.0
ST,19060,46.0
ST,19586,45.0
ST,20067,44.0
ST,20704,43.0
ST,21226,42.0
ST,21729,41.0
ST,22206,40.0
ST,22649,39.0
ST,23247,38.0
ST,23821,37.0
ST,24334,36.0
ST,24995,35.0
ST,25522,34.0
ST,25916,33.0
ST,26410,32.0
ST,26945,31.0
ST,27696,30.0
ST,28362,29.0
ST,28822,28.0
ST,29295,27.0
ST,29707,26.0
ST,30255,25.0
ST,30828,24.0
ST,31302,23.0
ST,31948,22.0
ST,32607,21.0
ST,32991,20.0
ST,33442,19.0
ST,33899,18.0
ST,34493,17.0
ST,35059,16.0
ST,35651,15.0
ST,36147,14.0
ST,36527,13.0
ST,37082,12.0
ST,37654,11.0
ST,38160,10.0
ST,38707,9.0
ST,39212,8.0
ST,39713,7.0
ST,40328,6.0
ST,40819,5.0
ST,41322,4.0
ST,41771,3.0
ST,42354,2.0
ST,42886,1.0
ST,43341,0.0
GEN-PwD,1,99.96
GEN-PwD,10,99.62
GEN-PwD,16,99.26
GEN-PwD,18,99.25
GEN-PwD,20,99.02
GEN-PwD,24,98.8
GEN-PwD,27,98.6
GEN-PwD,32,98.3
GEN-PwD,33,98.2
GEN-PwD,37,98.1
GEN-PwD,40,97.8
GEN-PwD,44,97.7
GEN-PwD,45,97.5
GEN-PwD,50,97.3
GEN-PwD,54,97.1
GEN-PwD,61,96.8
GEN-PwD,64,96.6
GEN-PwD,65,96.5
GEN-PwD,69,96.2
GEN-PwD,73,96.0
GEN-PwD,74,95.9
GEN-PwD,77,95.8
GEN-PwD,85,95.3
GEN-PwD,91,95.0
GEN-PwD,102,94.0
GEN-PwD,128,93.0
GEN-PwD,149,92.0
GEN-PwD,169,91.0
GEN-PwD,192,90.0
GEN-PwD,217,89.0
GEN-PwD,248,88.0
GEN-PwD,273,87.0
GEN-PwD,298,86.0
GEN-PwD,336,85.0
GEN-PwD,361,84.0
GEN-PwD,391,83.0
GEN-PwD,425,82.0
GEN-PwD,455,81.0
GEN-PwD,493,80.0
GEN-PwD,521,79.0
GEN-PwD,565,78.0
GEN-PwD,600,77.0
GEN-PwD,626,76.0
GEN-PwD,669,75.0
GEN-PwD,700,74.0
GEN-PwD,733,73.0
GEN-PwD,770,72.0
GEN-PwD,798,71.0
GEN-PwD,838,70.0
GEN-PwD,868,69.0
GEN-PwD,902,68.0
GEN-PwD,945,67.0
GEN-PwD,978,66.0
GEN-PwD,1019,65.0
GEN-PwD,1056,64.0
GEN-PwD,1098,63.0
GEN-PwD,1130,62.0
GEN-PwD,1191,61.0
GEN-PwD,1215,60.0
GEN-PwD,1259,59.0
GEN-PwD,1304,58.0
GEN-PwD,1342,57.0
GEN-PwD,1381,56.0
GEN-PwD,1419,55.0
GEN-PwD,1449,54.0
GEN-PwD,1464,53.0
GEN-PwD,1505,52.0
GEN-PwD,1538,51.0
GEN-PwD,1574,50.0
GEN-PwD,1619,49.0
GEN-PwD,1688,47.0
GEN-PwD,1739,46.0
GEN-PwD,1776,45.0
GEN-PwD,1798,44.0
GEN-PwD,1848,43.0
GEN-PwD,1874,42.0
GEN-PwD,1924,41.0
GEN-PwD,1972,40.0
GEN-PwD,1981,39.0
GEN-PwD,2032,38.0
GEN-PwD,2066,37.0
GEN-PwD,2103,36.0
GEN-PwD,2163,35.0
GEN-PwD,2197,34.0
GEN-PwD,2218,33.0
GEN-PwD,2250,32.0
GEN-PwD,2274,31.0
GEN-PwD,2315,30.0
GEN-PwD,2388,28.0
GEN-PwD,2424,27.0
GEN-PwD,2507,24.0
GEN-PwD,2547,23.0
GEN-PwD,2590,22.0
GEN-PwD,2622,21.0
GEN-PwD,2701,19.0
GEN-PwD,2736,18.0
GEN-PwD,2789,17.0
GEN-PwD,2847,15.0
GEN-PwD,2872,14.0
GEN-PwD,2913,13.0
GEN-PwD,2934,12.0
GEN-PwD,2972,11.0
GEN-PwD,2992,10.0
GEN-PwD,3039,9.0
GEN-PwD,3076,8.0
GEN-PwD,3112,7.0
GEN-PwD,3151,6.0
GEN-PwD,3221,3.0
GEN-PwD,3271,2.0
GEN-PwD,3315,0.0
EWS-PwD,3,97.3
EWS-PwD,8,94.0
EWS-PwD,11,92.0
EWS-PwD,15,90.0
EWS-PwD,24,88.0
EWS-PwD,26,86.0
EWS-PwD,29,84.0
EWS-PwD,38,77.0
EWS-PwD,41,75.0
EWS-PwD,46,74.0
EWS-PwD,52,70.0
EWS-PwD,61,64.0
EWS-PwD,70,58.0
EWS-PwD,71,57.0
EWS-PwD,85,39.0
EWS-PwD,88,37.0
EWS-PwD,92,34.0
OBC-NCL-PwD,6,98.8
OBC-NCL-PwD,10,97.5
OBC-NCL-PwD,16,96.8
OBC-NCL-PwD,17,96.6
OBC-NCL-PwD,23,95.3
OBC-NCL-PwD,36,94.0
OBC-NCL-PwD,42,93.0
OBC-NCL-PwD,58,91.0
